#OTU ID	LauraG1C1S15	LauraG1C2S19	LauraG1C3S23	LauraG1T2S7	LauraG1T3S11	LauraG2C1S16	LauraG2C2S20	LauraG2C3S24	LauraG2T3S12	LauraP1C1S13	LauraP1C2S17	LauraP1C3S21	LauraP1T1S1	LauraP1T2S5	LauraP1T3S9	LauraP2C1S14	LauraP2C2S18	LauraP2C3S22	LauraP2T2S6	LauraP2T3S10
OTU_853	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_854	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_855	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_856	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_857	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_858	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_859	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_86	27	7	4	11	12	4	12	0	11	5	0	3	0	9	81	9	15	15	0	64
OTU_860	1	3	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0
OTU_861	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0
OTU_862	0	3	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	2	0	0
OTU_863	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_864	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_865	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_866	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_867	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_868	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_869	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_87	48	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95
OTU_870	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
OTU_871	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_872	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_873	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
OTU_874	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_875	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_876	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_877	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_878	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_879	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU_88	0	0	0	62	2	4	7	0	0	2	0	0	3	43	0	3	2	2	4	2
OTU_880	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0
OTU_881	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_882	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_883	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_884	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_885	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU_886	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_887	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_888	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_889	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_89	19	6	1	12	9	4	5	8	1	29	1	10	5	79	9	3	4	7	41	5
OTU_890	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_891	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_892	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_893	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_894	0	0	0	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2
OTU_895	0	4	0	0	6	0	2	0	2	0	0	0	0	0	0	2	3	0	1	0
OTU_896	0	2	0	2	3	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU_897	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_898	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_899	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_9	3	907	14	0	28	33	13	18	4	6	14	12	0	73	34	18	28	37	31	10
OTU_90	0	0	0	0	5	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0
OTU_900	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_901	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_902	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_903	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_904	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_905	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_906	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	2	0	0	0	0
OTU_907	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_908	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_909	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_91	18	1	3	10	11	1	1	0	54	13	0	1	0	4	40	3	2	6	0	36
OTU_910	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_911	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_912	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_913	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_914	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	1	0
OTU_915	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_916	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_917	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_918	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_919	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	5	44	1	12	1	21	0	0	5	76	0	3	1	56	37	7	1	2	27	0
OTU_920	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
OTU_921	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
OTU_922	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU_923	0	2	0	0	0	0	0	6	0	0	0	3	0	1	0	0	0	0	3	0
OTU_924	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_925	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
OTU_926	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_927	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0
OTU_928	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0
OTU_929	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_93	3	5	3	88	0	0	0	21	0	9	1	2	2	2	0	9	0	1	14	0
OTU_930	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_931	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_932	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_933	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
OTU_934	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_935	0	1	0	0	0	1	0	0	0	0	3	0	0	0	1	1	0	1	0	0
OTU_936	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_937	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_938	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_939	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_94	0	0	0	0	0	0	0	24	0	4	0	1	0	53	0	0	0	7	8	0
OTU_940	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_941	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
OTU_942	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_943	0	0	0	2	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
OTU_944	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_945	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
OTU_946	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
OTU_947	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	0
OTU_948	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_949	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	3	0
OTU_95	0	0	0	0	5	1	0	0	0	0	0	0	0	0	62	0	0	0	0	0
OTU_950	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_951	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_952	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_953	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_954	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
OTU_955	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_956	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_957	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_958	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_959	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
OTU_96	0	39	5	5	19	4	1	2	0	26	4	0	0	29	0	4	11	57	26	8
OTU_960	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
OTU_961	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
OTU_962	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_963	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	0
OTU_964	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_965	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0
OTU_966	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
OTU_967	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_968	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_969	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_97	0	52	0	6	0	0	0	2	0	0	0	3	0	11	0	0	17	1	4	0
OTU_970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_972	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
OTU_973	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0
OTU_974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
OTU_975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_977	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0
OTU_978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_979	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_98	8	43	24	51	27	13	70	25	4	5	18	33	0	40	6	2	32	15	11	1
OTU_980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_982	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
OTU_983	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_984	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0
OTU_985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0
OTU_986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_989	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
OTU_99	0	5	14	2	54	1	10	25	0	29	13	16	1	20	5	8	9	9	8	1
OTU_990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
OTU_995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
OTU_997	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0
OTU_998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
